Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
102;"Universidade Cruzeiro do Sul (UNICSUL)";SP;Privada;65;20.64;254;12.71;111;7.11;503;1.56;479;4.04;;
103;"Universidade do Sagrado Coração (USC)";SP;Privada;65;20.64;282;12.23;124;7;391;2.1;588;3.13;;
104;"Faculdade Santa Fé (CESSF)";MA;Privada;65;20.64;304;11.87;918;0.56;143;3.31;1;8;;
105;"Universidade de Sorocaba (UNISO)";SP;Privada;65;20.64;317;11.65;150;6.79;153;3.26;773;1.6;;
106;"Universidade Anhanguera (UNIDERP)";MS;Privada;65;20.64;323;11.57;432;4.5;684;0.68;195;6.39;;
107;"Universidade Cândido Mendes (UCAM)";RJ;Privada;65;20.64;342;11.35;262;5.88;470;1.72;514;3.75;;
108;"Universidade Anhanguera de São Paulo (UNIAN)";SP;Privada;65;20.64;353;11.14;447;4.38;482;1.66;351;5.1;;
109;"Universidade de Franca (UNIFRAN)";SP;Privada;65;20.64;355;11.12;282;5.72;435;1.89;543;3.51;;
110;"Faculdade Santo Agostinho (FSA)";PI;Privada;65;20.64;358;11.09;601;3.13;525;1.45;181;6.51;0;0
111;"Centro Universitário de Brasília (UNICEUB)";DF;Privada;65;20.64;366;10.99;618;2.99;;;1;8;0;0
112;"Universidade Católica do Salvador (UCSAL)";BA;Privada;65;20.64;384;10.77;353;5.14;410;2.01;529;3.62;;
113;"Universidade Luterana do Brasil (ULBRA)";RS;Privada;65;20.64;385;10.75;411;4.67;766;0.28;266;5.8;;
114;"Faculdade Pio Décimo (FPD)";SE;Privada;65;20.64;396;10.6;376;4.96;420;1.96;522;3.68;;
115;"Universidade Braz Cubas (UBC)";SP;Privada;65;20.64;403;10.56;430;4.52;618;1;358;5.04;0;0
116;"Centro Universitário Fundação Santo André (CUFSA)";SP;Pública;65;20.64;455;9.92;63;7.5;484;1.65;873;0.77;;
117;"Abeu - Centro Universitário (UNIABEU)";RJ;Privada;65;20.64;477;9.69;225;6.18;295;2.57;853;0.94;;
118;"Universidade da Amazônia (UNAMA)";PA;Privada;65;20.64;486;9.58;384;4.89;612;1.03;525;3.66;;
119;"Faculdade de Ciências Humanas de Olinda (FACHO)";PE;Privada;65;20.64;516;9.28;468;4.21;365;2.23;623;2.84;;
120;"Universidade Estadual de Alagoas (UNEAL)";AL;Pública;65;20.64;543;8.96;764;1.81;398;2.07;353;5.08;;
120;"Centro Universitário Anhanguera de São Paulo";SP;Privada;65;20.64;543;8.96;657;2.68;605;1.06;336;5.22;;
122;"Universidade de Santo Amaro (UNISA)";SP;Privada;65;20.64;561;8.76;522;3.77;694;0.63;440;4.36;;
123;"Universidade Guarulhos (UNG)";SP;Privada;65;20.64;706;6.83;528;3.72;416;1.98;830;1.13;;
124;"Universidade Federal de Ouro Preto (UFOP)";MG;Pública;121;7.2;36;19.63;24;7.81;38;3.82;1;8;0;0
125;"Universidade Federal Rural do Rio de Janeiro (UFRRJ)";RJ;Pública;121;7.2;37;19.55;29;7.77;46;3.78;1;8;0;0
126;"Universidade Católica de Santos (UNISANTOS)";SP;Privada;121;7.2;52;18.51;88;7.29;161;3.22;1;8;;
127;"Faculdades Integradas São Pedro (FAESA)";ES;Privada;121;7.2;90;16.53;196;6.42;66;3.68;190;6.43;;
128;"Fundação Universidade Federal de Rondônia (UNIR)";RO;Pública;121;7.2;99;16.29;214;6.27;408;2.02;1;8;;
129;"Universidade Feevale (FEEVALE)";RS;Privada;121;7.2;126;15.77;336;5.28;9;3.96;178;6.53;;
130;"Universidade Anhembi Morumbi (UAM)";SP;Privada;121;7.2;137;15.6;87;7.3;58;3.72;413;4.58;0;0
131;"Faculdade Sete de Setembro (FA7)";CE;Privada;121;7.2;183;14.22;217;6.25;44;3.79;462;4.18;;
132;"Universidade Cidade de São Paulo (UNICID)";SP;Privada;121;7.2;194;14.07;77;7.38;589;1.14;297;5.55;;
133;"Universidade do Estado do Amazonas (UEA)";AM;Pública;121;7.2;201;13.76;367;5.03;377;2.17;175;6.56;;
134;"Universidade Metropolitana de Santos (UNIMES)";SP;Privada;121;7.2;216;13.46;129;6.96;511;1.52;365;4.98;;
135;"Universidade Católica de Petrópolis (UCP)";RJ;Privada;121;7.2;224;13.34;154;6.76;36;3.83;634;2.75;;
136;"Centro Universitário Monte Serrat (UNIMONTE)";SP;Privada;121;7.2;225;13.32;204;6.35;103;3.5;547;3.47;;
137;"Universidade de Ribeirão Preto (UNAERP)";SP;Privada;121;7.2;266;12.56;382;4.91;225;2.91;394;4.74;0;0
138;"Universidade Federal de São João Del Rei (UFSJ)";MG;Pública;;;34;19.68;37;7.71;7;3.97;1;8;;
139;"Universidade Federal de Alfenas (UNIFAL-MG)";MG;Pública;0;0;35;19.66;40;7.68;5;3.98;1;8;;
140;"Centro Universitário de Araraquara (UNIARA)";SP;Privada;121;7.2;271;12.39;93;7.25;673;0.73;434;4.41;;
141;"Universidade Federal da Fronteira Sul (UFFS)";SC;Pública;0;0;38;19.5;56;7.55;11;3.95;1;8;;
142;"Centro Universitário Herminio Ometto (UNIARARAS)";SP;Privada;121;7.2;286;12.2;96;7.23;601;1.08;497;3.89;;
143;"Universidade do Vale do Paraíba (UNIVAP)";SP;Privada;121;7.2;298;11.96;329;5.34;60;3.71;615;2.91;;
144;"Fundação Universidade Federal do Pampa (UNIPAMPA)";RS;Pública;;;43;19.11;55;7.56;93;3.55;1;8;;
145;"Universidade Federal do Rio Grande (FURG)";RS;Pública;0;0;45;19.05;51;7.59;112;3.46;1;8;0;0
146;"Universidade Estadual do Rio Grande do Sul (UERGS)";RS;Pública;0;0;47;18.98;90;7.28;62;3.7;1;8;0;0
147;"Universidade Federal de Pelotas (UFPEL)";RS;Pública;0;0;49;18.9;13;7.9;206;3;1;8;0;0
148;"Centro Universitário Facvest (FACVEST)";SC;Privada;;;51;18.67;60;7.52;175;3.15;1;8;;
149;"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)";MG;Pública;;;52;18.51;27;7.79;264;2.72;1;8;;
150;"Faculdade Gama e Souza (FGS)";RJ;Privada;;;55;18.4;118;7.05;134;3.35;1;8;;
151;"Instituto Federal de Educação, Ciência e Tecnologia Catarinense (IF Catarinense)";SC;Pública;;;58;18.1;161;6.7;124;3.4;1;8;;
152;"Universidade Estadual de Montes Claros (UNIMONTES)";MG;Pública;121;7.2;374;10.88;719;2.17;379;2.16;176;6.55;0;0
153;"Instituto Superior de Educação do Rio de Janeiro (ISERJ)";RJ;Pública;;;60;17.97;199;6.39;87;3.58;1;8;;
154;"Universidade Iguaçu (UNIG)";RJ;Privada;121;7.2;385;10.75;489;4.04;474;1.7;362;5.01;;
155;"Faculdade Dom Pedro Ii (FDPII)";BA;Privada;;;62;17.79;66;7.47;346;2.32;1;8;;
156;"Centro Universitário Facex (UNIFACEX)";RN;Privada;121;7.2;405;10.52;369;5.01;268;2.7;627;2.81;;
157;"Faculdades Integradas Pitágoras (FIP-MOC)";MG;Privada;;;63;17.65;100;7.2;319;2.45;1;8;;
158;"Faculdade Pitágoras de Teixeira de Freitas (PIT TEIXEIRA)";BA;Privada;;;66;17.6;141;6.86;260;2.74;1;8;0;0
159;"Faculdade Pitágoras de Jundiaí (PIT JUNDIAÍ)";SP;Privada;;;67;17.54;122;7.02;305;2.52;1;8;;
