Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
123;"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais (IFNMG)";MG;Pública;;;104;10.2;180;2.2;;;1;8;;
124;"Faculdade de Ciências Administrativas e Contábeis de Itabira (FACCI)";MG;Privada;;;105;10.04;99;4.83;128;1.08;120;4.13;;
125;"Faculdade Politécnica de Campinas (POLICAMP)";SP;Privada;0;0;106;10.01;186;2.01;;;1;8;;
125;"Universidade do Extremo Sul Catarinense (UNESC)";SC;Privada;0;0;106;10.01;155;3.01;59;2.67;114;4.33;0;0
127;"Universidade Anhembi Morumbi (UAM)";SP;Privada;;;109;9.83;27;7.16;;;165;2.67;0;0
128;"Universidade do Sagrado Coração (USC)";SP;Privada;0;0;111;9.7;68;5.83;;;128;3.87;;
129;"Universidade de Santa Cruz do Sul (UNISC)";RS;Privada;0;0;112;9.65;66;5.9;63;2.58;211;1.17;;
130;"Faculdade de Administração de Mariana (FAMA)";MG;Privada;;;113;9.59;199;1.59;;;1;8;;
131;"Faculdade Pitágoras de Uberlândia (PIT UBERLÂNDIA)";MG;Privada;;;114;9.56;231;0.55;131;1.01;1;8;;
132;"Faculdades Unificadas de Teófilo Otoni (FUTO)";MG;Privada;;;116;9.5;204;1.43;172;0.07;1;8;;
133;"Centro Universitário de Belo Horizonte (UNI-BH)";MG;Privada;0;0;118;9.45;102;4.73;49;2.9;191;1.82;;
134;"Faculdade Pitágoras de Londrina";PR;Privada;;;120;9.31;213;1.13;34;3.24;95;4.94;;
135;"Faculdade de Ciência e Tecnologia (ÁREA1)";BA;Privada;0;0;121;9.25;169;2.56;92;1.91;100;4.78;;
136;"Universidade São Francisco (USF)";SP;Privada;0;0;122;9.22;107;4.57;62;2.6;184;2.05;0;0
137;"Universidade de Passo Fundo (UPF)";RS;Privada;0;0;123;9.09;127;3.92;35;3.22;187;1.95;;
138;"Centro Universitário Senac (SENACSP)";SP;Privada;0;0;124;9.07;84;5.31;85;2.07;195;1.69;0;0
139;"União das Faculdades dos Grandes Lagos (UNILAGO)";SP;Privada;;;125;9.06;110;4.47;;;106;4.59;;
140;"Instituto de Ensino Superior Fucapi (CESF)";AM;Privada;;;126;8.95;118;4.21;163;0.28;110;4.46;;
141;"Faculdade de Presidente Prudente (FAPEPE)";SP;Privada;;;128;8.78;224;0.78;;;1;8;;
142;"Faculdade Metropolitana de Camaçari (FAMEC)";BA;Privada;;;129;8.74;133;3.73;134;0.94;122;4.07;;
143;"Universidade do Estado do Amapá (UEAP)";AP;Pública;;;130;8.67;211;1.2;82;2.14;83;5.33;;
144;"Centro Universitário de Sete Lagoas (UNIFEMM)";MG;Privada;;;131;8.63;90;5.12;97;1.79;194;1.72;;
145;"Faculdades Adamantinenses Integradas (FAI)";SP;Pública;0;0;132;8.62;122;4.08;88;2;169;2.54;;
146;"Faculdade Araguaia (FARA)";GO;Privada;0;0;133;8.59;150;3.17;170;0.12;84;5.3;;
147;"Faculdade Nordeste (FANOR)";CE;Privada;0;0;134;8.55;148;3.24;101;1.7;136;3.61;;
147;"Centro Universitário Jorge Amado (UNIJORGE)";BA;Privada;;;134;8.55;126;3.95;115;1.38;148;3.22;;
149;"Faculdade de Ribeirão Preto (AFARP)";SP;Privada;;;136;8.48;152;3.11;;;82;5.37;;
150;"Faculdade Figueiredo Costa (FIC)";AL;Privada;;;137;8.46;132;3.76;173;0.05;104;4.65;;
151;"Faculdade Pitágoras de São Luiz";MA;Privada;;;138;8.39;236;0.39;;;1;8;;
152;"Faculdade de Tecnologia e Ciências de Itabuna (FTC)";BA;Privada;;;140;8.28;195;1.72;116;1.36;87;5.2;;
153;"Faculdade Pitágoras de Belo Horizonte (FPAS)";MG;Privada;;;141;8.17;217;1;105;1.61;76;5.56;;
154;"Faculdades Integradas de Fernandópolis (FIFE)";SP;Privada;0;0;142;8.16;117;4.24;157;0.41;139;3.51;;
155;"Faculdade Pitágoras de Governador Valadares (PIT GV)";MG;Privada;;;146;8.07;246;0.07;;;1;8;;
156;"Faculdade Pitágoras de Linhares";ES;Privada;;;147;7.99;222;0.84;100;1.72;80;5.43;;
157;"Escola de Engenharia de Piracicaba (EEP/FUMEP)";SP;Pública;0;0;149;7.93;58;6.15;99;1.75;246;0.03;;
