Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
122;"Centro Universitário Cesmac (CESMAC)";AL;Privada;0;0;87;10.93;22;7.2;;;113;3.73;;
123;"Universidade Estadual de Feira de Santana (UEFS)";BA;Pública;;;89;10.81;138;2.81;;;1;8;;
124;"Faculdades Integradas Padre Albino (FIPA)";SP;Privada;;;90;10.57;141;2.69;34;3.16;87;4.72;;
125;"Faculdade de Ciências Médicas de Campina Grande (FCM)";PB;Privada;;;91;10.5;75;5.19;123;0.89;95;4.42;;
126;"Universidade Positivo (UP)";PR;Privada;0;0;92;10.46;88;4.7;8;3.82;160;1.94;0;0
127;"Universidade Federal de Roraima (UFRR)";RR;Pública;;;94;10.3;197;0.57;90;1.73;1;8;0;0
128;"Faculdades Integradas Pitágoras (FIP-MOC)";MG;Privada;0;0;95;10.05;109;3.91;104;1.38;86;4.76;;
129;"Universidade do Estado do Amazonas (UEA)";AM;Pública;0;0;96;9.97;160;1.97;;;1;8;;
130;"Faculdade Atenas";MG;Privada;0;0;97;9.96;41;6.48;141;0.43;131;3.05;;
131;"Universidade Cidade de São Paulo (UNICID)";SP;Privada;;;98;9.92;89;4.66;131;0.69;91;4.57;0;0
132;"Fundação Universidade Federal da Grande Dourados (UFGD)";MS;Pública;0;0;100;9.74;114;3.72;49;2.78;126;3.24;;
133;"Centro Universitário de Maringá (UNICESUMAR)";PR;Privada;0;0;101;9.69;53;6.03;;;115;3.66;;
134;"Centro Universitário de Belo Horizonte (UNI-BH)";MG;Privada;;;102;9.62;70;5.38;50;2.75;172;1.49;0;0
135;"Faculdade de Ciências Gerenciais de Manhuaçu (FACIG)";MG;Privada;;;103;9.57;28;6.98;;;143;2.59;;
136;"Universidade de Uberaba (UNIUBE)";MG;Privada;;;105;9.35;91;4.59;67;2.32;147;2.44;0;0
137;"Universidade Estadual do Maranhão (UEMA)";MA;Pública;;;106;9.22;164;1.82;44;2.9;93;4.5;;
138;"Faculdade Barão do Rio Branco (FAB)";AC;Privada;;;107;9.19;39;6.56;;;142;2.63;;
139;"Faculdade de Ciências Médicas da Paraíba (FCM-PB)";PB;Privada;0;0;108;9.11;116;3.64;126;0.82;89;4.65;;
140;"Universidade Federal do Recôncavo da Bahia (UFRB)";BA;Pública;;;109;9.06;184;1.06;;;1;8;;
141;"Universidade do Grande Rio Professor José de Souza Herdy (UNIGRANRIO)";RJ;Privada;0;0;110;9.04;79;5.04;134;0.61;122;3.39;;
142;"Faculdade Pernambucana de Saúde (FPS)";PE;Privada;0;0;111;9.02;123;3.37;108;1.27;96;4.38;;
143;"Centro de Ensino Superior de Valença (CESVA)";RJ;Privada;0;0;113;9;86;4.78;124;0.87;123;3.35;;
144;"Fundação Universidade Federal do Vale do São Francisco (UNIVASF)";PE;Pública;;;116;8.87;189;0.87;;;1;8;;
145;"Faculdade Brasileira (MULTIVIX)";ES;Privada;0;0;117;8.7;101;4.21;52;2.7;164;1.79;;
146;"Centro Universitário Unirg (UNIRG)";TO;Pública;0;0;118;8.67;209;0.11;136;0.56;1;8;;
147;"Universidade Anhembi Morumbi (UAM)";SP;Privada;0;0;119;8.63;31;6.86;120;0.97;190;0.8;;
148;"Faculdade de Medicina de Petrópolis (FMP)";RJ;Privada;0;0;121;8.55;130;3.11;106;1.33;103;4.11;0;0
149;"Centro Universitário Lusíada (UNILUS)";SP;Privada;;;123;8.54;117;3.6;51;2.73;153;2.21;;
150;"Universidade de Itaúna (UI)";MG;Privada;;;126;8.44;82;4.93;125;0.84;141;2.67;;
151;"Faculdade de Odontologia São Leopoldo Mandic (SLMANDIC)";SP;Privada;;;127;8.43;56;5.92;;;145;2.51;0;0
152;"Faculdade São Lucas (FSL)";RO;Privada;0;0;128;8.3;100;4.25;138;0.51;118;3.54;;
153;"Universidade Católica de Pernambuco (UNICAP)";PE;Privada;;;129;8.27;18;7.36;;;187;0.91;;
154;"Centro Universitário de Brasília (UNICEUB)";DF;Privada;0;0;130;8.24;67;5.5;;;139;2.74;;
155;"Universidade do Vale do Sapucaí (UNIVÁS)";MG;Privada;0;0;131;8.23;118;3.56;87;1.81;136;2.86;;
156;"Centro Universitário Uniseb (UNISEB)";SP;Privada;;;132;8.2;8;7.74;;;199;0.46;;
157;"Centro Universitário Univates (UNIVATES)";RS;Privada;;;133;8.2;38;6.6;;;169;1.6;;
158;"Universidade Tiradentes (UNIT)";SE;Privada;0;0;137;7.75;107;3.98;;;112;3.77;;
159;"Centro Universitário Maurício de Nassau (UNINASSAU)";PE;Privada;;;139;7.66;17;7.39;;;204;0.27;;
