Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
101;"Universidade de Cruz Alta (UNICRUZ)";RS;Privada;;;59;15.21;57;5.55;93;1.66;1;8;;
103;"Universidade Estadual de Ponta Grossa (UEPG)";PR;Pública;0;0;60;14.79;90;4.11;53;2.68;1;8;;
104;"Universidade Federal de Campina Grande (UFCG)";PB;Pública;0;0;61;14.75;51;5.81;121;0.94;1;8;;
104;"Universidade Federal Rural de Pernambuco (UFRPE)";PE;Pública;;;61;14.75;54;5.68;116;1.07;1;8;;
106;"Universidade Estadual de Montes Claros (UNIMONTES)";MG;Pública;0;0;63;14.72;112;3.15;18;3.57;1;8;;
107;"Universidade Regional do Cariri (URCA)";CE;Pública;0;0;66;14.33;84;4.37;81;1.96;1;8;;
108;"Fundação Universidade Federal do Pampa (UNIPAMPA)";RS;Pública;;;67;14.16;43;6.16;;;1;8;0;0
109;"Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA)";PA;Pública;;;69;13.77;52;5.77;;;1;8;;
110;"Universidade Federal do Rio Grande (FURG)";RS;Pública;0;0;73;13.14;71;4.94;150;0.2;1;8;0;0
111;"Universidade Federal do Oeste do Pará (UFOPA)";PA;Pública;;;74;13.07;68;5.07;;;1;8;;
112;"Universidade Federal do Acre (UFAC)";AC;Pública;0;0;75;13.06;109;3.28;88;1.78;1;8;;
113;"Universidade Federal da Fronteira Sul (UFFS)";SC;Pública;;;76;12.77;75;4.77;;;1;8;;
114;"Universidade do Estado de Mato Grosso (UNEMAT)";MT;Pública;;;77;12.75;133;2.23;59;2.52;1;8;;
115;"Universidade de Rio Verde (FESURV)";GO;Pública;;;80;12.26;114;3.06;111;1.2;1;8;;
116;"Universidade Estadual Do Paraná (UNESPAR)";PR;Pública;;;81;12.15;89;4.15;;;1;8;;
117;"Universidade Estadual de Santa Cruz (UESC)";BA;Pública;0;0;82;11.98;107;3.37;134;0.61;1;8;;
118;"Universidade Federal do Piauí (UFPI)";PI;Pública;0;0;83;11.72;132;2.27;101;1.45;1;8;0;0
119;"Faculdades Integradas do Brasil (FACBRASIL)";PR;Privada;;;85;11.5;111;3.19;146;0.31;1;8;;
120;"Universidade Cruzeiro do Sul (UNICSUL)";SP;Privada;0;0;87;11.33;73;4.85;20;3.52;115;2.96;;
121;"Universidade Federal de Roraima (UFRR)";RR;Pública;;;89;11.08;126;2.54;137;0.54;1;8;;
122;"Universidade do Estado do Amazonas (UEA)";AM;Pública;0;0;91;10.58;125;2.58;;;1;8;;
123;"Faculdade de Ciências Aplicadas e Sociais de Petrolina (FACAPE)";PE;Pública;;;92;10.49;179;0.22;69;2.27;1;8;;
124;"Faculdades Integradas Rio Branco (FRB)";SP;Privada;0;0;93;10.49;78;4.63;77;2.06;96;3.8;;
125;"Universidade Estadual do Sudoeste da Bahia (UESB)";BA;Pública;;;95;10.21;144;1.75;140;0.46;1;8;;
126;"Faculdade Integrada Euclides Fernandes (FAJ)";BA;Privada;;;96;10.19;134;2.19;;;1;8;;
127;"Universidade Estadual de Feira de Santana (UEFS)";BA;Pública;0;0;97;10.14;135;2.14;;;1;8;;
128;"Faculdade Cidade Verde (FCV)";PR;Privada;;;98;10.04;113;3.1;47;2.83;89;4.11;0;0
128;"Universidade Estadual do Norte do Paraná (UENP)";PR;Pública;;;98;10.04;164;0.87;112;1.17;1;8;;
128;"Universidade Metodista de Piracicaba (UNIMEP)";SP;Privada;0;0;98;10.04;55;5.64;39;3.03;151;1.37;0;0
131;"Faculdade Boa Viagem (FBV)";PE;Privada;0;0;101;10.03;66;5.16;83;1.91;115;2.96;;
132;"Universidade do Estado do Rio Grande do Norte (UERN)";RN;Pública;0;0;102;9.96;152;1.4;136;0.56;1;8;;
133;"Universidade de Santa Cruz do Sul (UNISC)";RS;Privada;0;0;107;9.1;85;4.33;49;2.78;137;1.99;0;0
134;"Universidade do Extremo Sul Catarinense (UNESC)";SC;Privada;0;0;109;8.89;128;2.45;44;2.9;102;3.54;;
135;"Centro Universitário de Sete Lagoas (UNIFEMM)";MG;Privada;0;0;111;8.8;86;4.28;114;1.12;105;3.4;;
136;"Faculdade da Fundação Educacional Araçatuba (FAC-FEA)";SP;Privada;0;0;112;8.74;167;0.74;;;1;8;;
137;"Faculdade São Miguel (FACULDADE SÃO MIGUEL)";PE;Privada;;;115;8.67;94;3.93;156;0.05;76;4.69;;
137;"Universidade Estadual do Centro Oeste (UNICENTRO)";PR;Pública;0;0;115;8.67;100;3.67;92;1.68;107;3.32;;
139;"Universidade Católica de Santos (UNISANTOS)";SP;Privada;0;0;118;8.48;122;2.71;95;1.61;88;4.16;0;0
140;"Universidade Católica de Pelotas (UCPEL)";RS;Privada;0;0;119;8.38;108;3.32;107;1.3;97;3.76;;
141;"Faculdades Integradas Santa Cruz de Curitiba (FARESC)";PR;Privada;0;0;120;8.27;106;3.41;113;1.15;98;3.71;;
142;"Universidade de Taubaté (UNITAU)";SP;Pública;0;0;122;8.07;110;3.24;149;0.23;78;4.6;;
