Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
109;"Faculdade Anhanguera do Rio Grande";RS;Privada;;;109;4.71;127;0.59;;;67;4.12;;
110;"Faculdade de Goiânia - Unidade 1 (FAG)";GO;Privada;;;110;4.53;113;1.41;;;84;3.12;;
111;"Faculdade Anhanguera de Jundiaí";SP;Privada;;;111;4.52;121;0.94;72;0.58;86;3;;
112;"Faculdade Max Planck (FMP)";SP;Privada;;;112;4.34;92;2.65;65;0.92;124;0.77;;
113;"Faculdade Anhangüera de Campinas";SP;Privada;;;113;4.1;124;0.77;70;0.68;92;2.65;;
114;"Centro Universitário do Norte (UNINORTE)";AM;Privada;0;0;114;4;87;2.94;;;119;1.06;;
115;"Centro Universitário de Barra Mansa (UBM)";RJ;Privada;;;115;3.99;88;2.88;67;0.82;132;0.29;;
116;"Faculdade Anhanguera de Belo Horizonte";MG;Privada;0;0;116;3.76;115;1.29;;;95;2.47;;
117;"Faculdade Anhanguera de Santa Bárbara";SP;Privada;;;117;3.69;132;0.29;71;0.63;90;2.77;;
118;"Faculdade Anhanguera de Guarulhos";SP;Privada;;;118;3.65;101;2.12;;;111;1.53;;
119;"Faculdade Anhanguera de Sumaré (FACSUMARÉ)";SP;Privada;;;119;3.65;107;1.77;;;105;1.88;;
120;"Faculdade Anhanguera de Cuiabá (FAC)";MT;Privada;0;0;120;3.59;114;1.35;;;99;2.24;;
121;"Universidade São Judas Tadeu (USJT)";SP;Privada;0;0;121;3.53;84;3.12;;;130;0.41;;
122;"Universidade de Sorocaba (UNISO)";SP;Privada;;;122;3.52;81;3.29;83;0.05;134;0.18;;
123;"Faculdade Anhanguera de Limeira";SP;Privada;;;123;3.18;135;0.12;;;85;3.06;;
124;"Centro Universitário das Faculdades Metropolitanas Unidas (FMU)";SP;Privada;0;0;124;3.17;106;1.82;;;114;1.35;;
125;"Faculdade Anhanguera de Taubaté";SP;Privada;0;0;125;3.05;133;0.24;66;0.87;104;1.94;;
126;"Faculdade Anhangüera de Piracicaba";SP;Privada;;;126;3.04;111;1.53;82;0.1;113;1.41;;
127;"Faculdade Anhanguera de Matão";SP;Privada;;;127;3.02;120;1;75;0.43;110;1.59;;
128;"Faculdade Politécnica de Uberlândia (FPU)";MG;Privada;;;128;3.01;98;2.29;80;0.19;128;0.53;;
129;"Faculdade Anhanguera de Jacareí";SP;Privada;;;129;3;129;0.47;;;94;2.53;;
130;"Faculdade Do Sul Da Bahia (FASB)";BA;Privada;;;130;2.95;126;0.65;57;1.3;120;1;;
131;"Faculdade Horizontina (FAHOR)";RS;Privada;;;131;2.88;103;2;;;122;0.88;;
131;"Faculdades Integradas Paulista (FIP)";SP;Privada;;;131;2.88;103;2;;;122;0.88;;
133;"Faculdade Anhangüera de Bauru";SP;Privada;;;133;2.65;128;0.53;;;101;2.12;;
134;"Faculdade Anhangüera de Sorocaba (FSO)";SP;Privada;;;134;2.65;131;0.35;73;0.53;107;1.77;;
135;"Faculdade Anhangüera de São José";SP;Privada;;;135;2.29;134;0.18;77;0.34;107;1.77;;
136;"Faculdade Anhanguera de São Caetano (Fasc)";SP;Privada;;;136;2.12;136;0.06;;;102;2.06;;
