Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
299;"Faculdade de Americana (FAM)";SP;Privada;;;254;8.18;144;5.32;256;0.63;307;2.23;;
300;"Faculdade de Pará de Minas (FAPAM)";MG;Privada;0;0;255;8.11;155;5.11;;;266;3;;
300;"Centro Universitário Estácio da Bahia (FIB)";BA;Privada;;;255;8.11;216;3.96;151;2.02;312;2.13;;
302;"Centro Universitário Central Paulista (UNICEP)";SP;Privada;;;258;8.07;87;6.39;;;336;1.68;;
303;"Faculdade de Tecnologia e Ciências (FTC SALVADOR)";BA;Privada;;;259;8.05;321;1.99;117;2.47;235;3.59;;
304;"Faculdade de Macapá (FAMA)";AP;Privada;;;260;8.03;337;1.69;;;89;6.34;;
305;"Faculdade Metropolitana de Camaçari (FAMEC)";BA;Privada;;;262;8.02;252;3.29;103;2.65;315;2.08;;
306;"Faculdade Dom Bosco (FDB)";PR;Privada;0;0;264;7.96;184;4.56;69;3.1;409;0.3;;
307;"Faculdade Delta (FACDELTA)";BA;Privada;;;265;7.94;331;1.8;245;0.78;141;5.36;;
308;"Universidade Severino Sombra (USS)";RJ;Privada;0;0;266;7.92;215;3.98;112;2.54;351;1.4;;
309;"Faculdade de Ciências Biomédicas de Cacoal (FACIMED)";RO;Privada;;;267;7.9;383;0.83;192;1.48;129;5.59;;
310;"Centro Universitário do Norte Paulista (UNORP)";SP;Privada;0;0;268;7.89;287;2.63;;;146;5.26;;
311;"Faculdade Maurício de Nassau de Natal (FMN NATAL)";RN;Privada;0;0;269;7.88;112;5.92;;;321;1.96;;
312;"Faculdade de Ciências Sociais e Humanas Sobral Pinto (FAIESP)";MT;Privada;;;270;7.83;386;0.77;182;1.61;136;5.45;;
313;"Faculdade Cidade do Salvador (FCS)";BA;Privada;;;272;7.82;370;1.07;163;1.86;166;4.89;;
314;"Faculdade de Jaguariúna (FAJ)";SP;Privada;;;274;7.82;263;3.08;18;3.78;374;0.96;0;0
315;"Faculdade Inedi (CESUCA)";RS;Privada;0;0;275;7.81;45;7.17;;;391;0.64;;
316;"Faculdade Estácio do Rio Grande do Norte (FATERN)";RN;Privada;;;276;7.78;239;3.53;;;200;4.25;;
317;"Faculdade de Jandaia do Sul (FAFIJAN)";PR;Privada;;;278;7.69;296;2.46;125;2.36;273;2.87;;
318;"Faculdade de Ciências Biológicas e da Saúde (FACISA)";MG;Privada;;;279;7.68;349;1.47;95;2.76;242;3.45;;
319;"Faculdade Integrada de Santa Maria (FISMA)";RS;Privada;0;0;283;7.62;308;2.24;238;0.87;186;4.51;;
320;"Centro Universitário São Camilo - Espírito Santo (SÃO CAMILO-ES)";ES;Privada;0;0;284;7.61;219;3.91;195;1.44;305;2.26;;
321;"Faculdade Mineirense (FAMA)";GO;Privada;0;0;285;7.59;356;1.33;;;93;6.26;;
322;"Centro Universitário de Patos de Minas (UNIPAM)";MG;Privada;0;0;287;7.51;339;1.65;20;3.75;313;2.11;;
323;"Faculdade de Ciências Sociais Aplicadas de Sinop (FACISAS)";MT;Privada;;;288;7.43;373;1.01;;;85;6.42;;
324;"Fae Centro Universitário (FAE)";PR;Privada;;;289;7.32;217;3.94;;;246;3.38;;
325;"Faculdade Pitágoras de Teixeira de Freitas (PIT TEIXEIRA)";BA;Privada;;;290;7.31;354;1.37;;;110;5.94;;
326;"Faculdade Católica Rainha do Sertão (FCRS)";CE;Privada;0;0;291;7.29;313;2.14;223;1.07;209;4.08;;
327;"Faculdade Assis Gurgacz (FAG)";PR;Privada;0;0;292;7.28;295;2.48;66;3.14;337;1.66;;
328;"Centro Universitário Campos de Andrade (UNIANDRADE)";PR;Privada;;;295;7.09;201;4.24;;;274;2.85;;
329;"Centro Universitário Anhanguera (UNIA)";SP;Privada;0;0;297;7.03;366;1.15;226;1.03;168;4.85;;
330;"Faculdade da Alta Paulista (FAP)";SP;Privada;;;299;6.95;273;2.89;272;0.42;232;3.64;;
331;"Faculdade Anhangüera de Campinas";SP;Privada;0;0;304;6.88;382;0.85;173;1.73;197;4.3;;
331;"Faculdade Cenecista de Osório (FACOS)";RS;Privada;;;304;6.88;103;6.09;;;383;0.79;;
333;"Instituto Esperança de Ensino Superior (IESPES)";PA;Privada;;;306;6.86;408;0.36;250;0.71;118;5.79;;
334;"Centro Universitário Barriga Verde (UNIBAVE)";SC;Pública;;;307;6.84;359;1.28;150;2.03;238;3.53;;
335;"Faculdade Metropolitana da Grande Fortaleza (FAMETRO)";CE;Privada;0;0;308;6.83;239;3.53;;;250;3.3;;
335;"Universidade da Região da Campanha (URCAMP)";RS;Privada;;;308;6.83;262;3.1;253;0.67;263;3.06;;
