Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
46;"Universidade Federal de Uberlândia (UFU)";MG;Pública;39;27.71;71;17.47;37;7.57;47;3.68;149;6.22;0;0
47;"Instituto Militar de Engenharia (IME)";RJ;Pública;0;0;12;45.12;24;7.73;1;4;1;8;12;25.39
48;"Universidade de Fortaleza (UNIFOR)";CE;Privada;7;34.69;294;10.12;139;6.36;264;2.16;534;1.6;0;0
49;"Universidade Nove de Julho (UNINOVE)";SP;Privada;17;32.51;196;12.14;153;6.19;456;0.81;239;5.14;;
50;"Universidade Federal do Maranhão (UFMA)";MA;Pública;39;27.71;77;16.89;129;6.47;226;2.42;1;8;;
51;"Universidade do Oeste Paulista (UNOESTE)";SP;Privada;39;27.71;81;16.67;67;7.21;29;3.8;196;5.66;;
52;"Universidade de Caxias do Sul (UCS)";RS;Privada;17;32.51;222;11.71;105;6.76;164;2.86;493;2.09;;
53;"Universidade Salvador (UNIFACS)";BA;Privada;17;32.51;264;10.81;214;5.46;125;3.13;482;2.22;0;0
54;"Universidade Federal de Mato Grosso do Sul (UFMS)";MS;Pública;39;27.71;104;15.32;155;6.16;97;3.33;182;5.83;0;0
55;"Faculdade Integrada Metropolitana de Campinas (METROCAMP)";SP;Privada;88;17.02;25;25.57;191;5.74;308;1.85;297;4.44;19;13.54
56;"Universidade Potiguar (UNP)";RN;Privada;17;32.51;296;10.06;308;4.34;393;1.25;295;4.47;;
57;"Universidade Anhembi Morumbi (UAM)";SP;Privada;39;27.71;129;14.42;36;7.58;182;2.73;325;4.11;;
58;"Universidade Fumec (FUMEC)";MG;Privada;17;32.51;325;9.47;198;5.65;292;1.96;512;1.86;;
59;"Pontifícia Universidade Católica de Campinas (PUC-CAMPINAS)";SP;Privada;17;32.51;333;9.39;149;6.24;179;2.75;634;0.4;0;0
60;"Universidade do Vale do Itajaí (UNIVALI)";SC;Privada;39;27.71;144;13.98;136;6.39;189;2.68;258;4.91;;
61;"Faculdade Ruy Barbosa (FRBA)";BA;Privada;39;27.71;174;12.77;213;5.47;293;1.95;222;5.35;;
62;"Centro Universitário do Instituto de Educação Superior de Brasília (IESB)";DF;Privada;39;27.71;177;12.76;150;6.22;242;2.31;315;4.23;;
63;"Faculdade de Informática e Administração Paulista (FIAP)";SP;Privada;39;27.71;179;12.68;89;6.95;38;3.74;501;1.99;0;0
64;"Universidade Católica do Salvador (UCSAL)";BA;Privada;39;27.71;182;12.63;161;6.09;371;1.41;240;5.13;;
65;"Universidade Católica de Pernambuco (UNICAP)";PE;Privada;17;32.51;426;7.76;190;5.75;409;1.14;595;0.87;0;0
