Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
82;"Instituto Federal de Educação, Ciência e Tecnologia Goiano (IF Goiano)";GO;Pública;;;76;12.6;86;4.75;32;3.16;87;4.69;;
83;"Centro Universitário de Várzea Grande (UNIVAG)";MT;Privada;0;0;77;12.45;33;6.78;60;2.4;124;3.27;;
84;"Instituto Federal de Educação, Ciência e Tecnologia Baiano (IFBAIANO)";BA;Pública;;;78;12.33;97;4.33;;;1;8;;
85;"Universidade Estadual de Goiás (UEG)";GO;Pública;;;79;12.3;158;1.99;63;2.31;1;8;;
86;"Universidade Estadual do Rio Grande do Sul (UERGS)";RS;Pública;;;80;12.06;104;4.06;;;1;8;;
86;"Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA)";PA;Pública;;;80;12.06;106;3.98;145;0.08;1;8;;
88;"Faculdade de Ensino Superior e Formação Integral (FAEF)";SP;Privada;;;82;11.86;119;3.48;134;0.38;1;8;;
89;"Universidade Católica Dom Bosco (UCDB)";MS;Privada;;;83;11.84;73;5.24;57;2.48;102;4.12;;
90;"Universidade do Tocantins (UNITINS)";TO;Pública;;;84;11.71;113;3.71;;;1;8;;
91;"Fundação Universidade do Estado de Santa Catarina (UDESC)";SC;Pública;0;0;85;11.63;53;6.01;39;2.97;140;2.65;0;0
92;"Universidade Federal do Acre (UFAC)";AC;Pública;;;86;11.59;144;2.53;109;1.06;1;8;;
93;"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG)";MG;Pública;0;0;87;11.35;114;3.68;40;2.94;86;4.73;;
94;"Faculdade Integral Cantareira (F.I.C.)";SP;Privada;;;88;10.77;62;5.67;78;1.91;126;3.19;;
95;"Faculdade Interamericana de Porto Velho (UNIRON)";RO;Privada;;;89;10.76;138;2.76;;;1;8;;
96;"Centro Universitário Filadélfia (UNIFIL)";PR;Privada;;;90;10.75;96;4.36;2;3.97;146;2.42;0;0
97;"Centro Universitário de Maringá (UNICESUMAR)";PR;Privada;;;91;10.63;103;4.1;65;2.26;98;4.27;0;0
