Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
47;"Pontifícia Universidade Católica de Goiás (PUC GOIÁS)";GO;Privada;18;31.22;233;9.45;219;4.31;112;2.76;327;2.38;;
48;"Universidade Estadual de Feira de Santana (UEFS)";BA;Pública;35;26.44;97;14.17;164;5.24;61;3.33;140;5.6;;
49;"Universidade Estadual do Piauí (UESPI)";PI;Pública;18;31.22;259;8.85;340;2.25;248;1.24;154;5.36;;
50;"Universidade Regional do Cariri (URCA)";CE;Pública;35;26.44;120;13.21;237;4;251;1.21;1;8;0;0
51;"Pontifícia Universidade Católica do Paraná (PUCPR)";PR;Privada;35;26.44;126;12.97;102;6.29;25;3.73;294;2.95;0;0
52;"Universidade Cruzeiro do Sul (UNICSUL)";SP;Privada;35;26.44;132;12.79;55;7.09;202;1.75;236;3.95;;
53;"Universidade Veiga de Almeida (UVA)";RJ;Privada;35;26.44;136;12.76;85;6.58;53;3.42;305;2.76;;
54;"Universidade Católica de Pernambuco (UNICAP)";PE;Privada;18;31.22;313;7.41;221;4.27;180;2;399;1.14;;
55;"Universidade Federal de Mato Grosso do Sul (UFMS)";MS;Pública;35;26.44;151;11.94;148;5.51;212;1.64;187;4.79;;
56;"Universidade Potiguar (UNP)";RN;Privada;35;26.44;161;11.43;132;5.78;220;1.55;227;4.1;;
57;"Universidade do Grande Rio Professor José de Souza Herdy (UNIGRANRIO)";RJ;Privada;35;26.44;164;11.18;268;3.48;167;2.15;143;5.55;;
58;"Universidade Federal do Amazonas (UFAM)";AM;Pública;35;26.44;166;11.13;379;1.59;221;1.54;1;8;;
59;"Centro Universitário Adventista de São Paulo (UNASP)";SP;Privada;35;26.44;181;10.78;208;4.49;79;3.13;282;3.16;;
60;"Universidade da Amazônia (UNAMA)";PA;Privada;35;26.44;184;10.72;224;4.22;84;3.07;266;3.43;;
61;"Centro Universitário Fundação Santo André (CUFSA)";SP;Pública;35;26.44;197;10.4;58;7.03;87;3.04;446;0.33;;
62;"Pontifícia Universidade Católica de Campinas (PUC-CAMPINAS)";SP;Privada;35;26.44;205;10.3;93;6.44;39;3.58;449;0.28;0;0
63;"Universidade Estadual do Maranhão (UEMA)";MA;Pública;18;31.22;381;5.43;378;1.61;267;1.03;303;2.79;;
64;"Universidade Católica Dom Bosco (UCDB)";MS;Privada;35;26.44;207;10.09;210;4.46;130;2.56;287;3.07;;
65;"Universidade Católica de Brasília (UCB)";DF;Privada;35;26.44;210;9.98;153;5.42;213;1.63;295;2.93;;
66;"Universidade Estadual do Vale do Acaraú (UVA)";CE;Pública;35;26.44;262;8.81;407;1.12;137;2.48;163;5.21;;
67;"Universidade de Pernambuco (UPE)";PE;Pública;35;26.44;265;8.74;330;2.42;228;1.46;183;4.86;;
68;"Universidade Federal Rural do Rio de Janeiro (UFRRJ)";RJ;Pública;74;15.47;19;19.67;9;7.86;18;3.81;1;8;;
69;"Universidade Federal de São João Del Rei (UFSJ)";MG;Pública;74;15.47;20;19.64;18;7.71;7;3.93;1;8;;
69;"Universidade Federal do Estado do Rio de Janeiro (UNIRIO)";RJ;Pública;74;15.47;20;19.64;21;7.66;3;3.98;1;8;;
71;"Universidade Federal de Pelotas (UFPEL)";RS;Pública;74;15.47;22;19.55;11;7.83;26;3.72;1;8;0;0
72;"Universidade Federal de São Paulo (UNIFESP)";SP;Pública;74;15.47;23;19.48;4;7.95;43;3.53;1;8;;
73;"Universidade do Estado do Pará (UEPA)";PA;Pública;35;26.44;277;8.48;285;3.19;;;158;5.29;;
74;"Universidade Federal de Ouro Preto (UFOP)";MG;Pública;74;15.47;30;18.91;20;7.68;70;3.23;1;8;0;0
75;"Universidade Estadual do Oeste do Paraná (UNIOESTE)";PR;Pública;74;15.47;35;18.46;59;7.02;51;3.44;1;8;0;0
76;"Universidade Tiradentes (UNIT)";SE;Privada;35;26.44;318;7.32;222;4.25;327;0.36;308;2.71;;
77;"Universidade Estadual de Goiás (UEG)";GO;Pública;35;26.44;321;7.29;435;0.64;264;1.06;141;5.59;;
78;"Universidade Federal Rural de Pernambuco (UFRPE)";PE;Pública;74;15.47;49;17.5;79;6.68;107;2.82;1;8;;
79;"Universidade Estadual de Ponta Grossa (UEPG)";PR;Pública;74;15.47;50;17.41;76;6.73;119;2.68;1;8;;
80;"Universidade Salgado de Oliveira (UNIVERSO)";RJ;Privada;35;26.44;408;4.63;353;2.03;279;0.89;366;1.71;;
81;"Faculdade Frassinetti do Recife (FAFIRE)";PE;Privada;35;26.44;413;4.54;337;2.31;174;2.07;456;0.16;;
82;"Universidade Braz Cubas (UBC)";SP;Privada;74;15.47;70;15.46;96;6.39;263;1.07;1;8;;
83;"Centro Universitário Cesmac (CESMAC)";AL;Privada;35;26.44;416;4.43;327;2.48;272;0.97;408;0.98;;
84;"Universidade Anhembi Morumbi (UAM)";SP;Privada;74;15.47;82;14.91;66;6.9;45;3.51;204;4.5;;
85;"Universidade de Mogi das Cruzes (UMC)";SP;Privada;74;15.47;84;14.76;74;6.76;;;1;8;;
86;"Fundação Universidade Federal do Tocantins (UFT)";TO;Pública;74;15.47;85;14.74;94;6.42;330;0.32;1;8;;
87;"Universidade Estadual do Norte do Paraná (UENP)";PR;Pública;74;15.47;87;14.7;223;4.24;139;2.46;1;8;;
88;"Universidade Estadual de Montes Claros (UNIMONTES)";MG;Pública;74;15.47;105;13.82;294;3.03;109;2.79;1;8;;
89;"Universidade de Taubaté (UNITAU)";SP;Pública;74;15.47;108;13.66;176;5.03;76;3.16;148;5.47;;
90;"Universidade do Estado do Rio Grande do Norte (UERN)";RN;Pública;74;15.47;110;13.6;249;3.8;198;1.8;1;8;;
91;"Centro Universitário das Faculdades Metropolitanas Unidas (FMU)";SP;Privada;74;15.47;119;13.25;195;4.71;10;3.9;196;4.64;0;0
92;"Universidade do Oeste Paulista (UNOESTE)";SP;Privada;74;15.47;133;12.77;56;7.07;71;3.22;321;2.48;;
93;"Universidade do Extremo Sul Catarinense (UNESC)";SC;Privada;74;15.47;141;12.55;257;3.66;48;3.48;151;5.41;;
94;"Universidade Federal do Acre (UFAC)";AC;Pública;74;15.47;147;12.16;321;2.58;218;1.58;1;8;;
95;"Universidade do Estado de Mato Grosso (UNEMAT)";MT;Pública;74;15.47;148;12.11;138;5.68;282;0.86;142;5.57;0;0
96;"Universidade do Ceuma (UNICEUMA)";MA;Privada;74;15.47;167;11.09;291;3.09;;;1;8;;
97;"Universidade Metodista de Piracicaba (UNIMEP)";SP;Privada;74;15.47;169;11.07;77;6.71;1;4;444;0.36;;
98;"Centro Universitário Jorge Amado (UNIJORGE)";BA;Privada;74;15.47;171;11.06;135;5.73;257;1.14;222;4.19;;
99;"Universidade do Estado do Amazonas (UEA)";AM;Pública;74;15.47;177;10.83;344;2.19;302;0.64;1;8;;
100;"Universidade de Cuiabá (UNIC / PITÁGORAS)";MT;Privada;74;15.47;180;10.79;173;5.09;243;1.3;210;4.4;;
101;"Universidade do Vale do Itajaí (UNIVALI)";SC;Privada;74;15.47;182;10.77;169;5.15;329;0.34;159;5.28;0;0
102;"Universidade Estadual de Alagoas (UNEAL)";AL;Pública;74;15.47;188;10.51;381;1.56;274;0.95;1;8;;
103;"Universidade de Sorocaba (UNISO)";SP;Privada;74;15.47;197;10.4;107;6.2;133;2.53;368;1.67;;
104;"Centro Universitário de Brasília (UNICEUB)";DF;Privada;74;15.47;219;9.66;144;5.58;116;2.72;386;1.36;;
105;"Universidade Metodista de São Paulo (UMESP)";SP;Privada;74;15.47;221;9.64;204;4.56;204;1.73;271;3.35;;
106;"Universidade do Sagrado Coração (USC)";SP;Privada;74;15.47;227;9.54;121;5.97;169;2.12;381;1.45;;
107;"Universidade Salvador (UNIFACS)";BA;Privada;74;15.47;241;9.26;40;7.34;229;1.45;438;0.47;;
108;"Faculdade Santa Fé (CESSF)";MA;Privada;74;15.47;245;9.11;437;0.61;314;0.5;1;8;;
109;"Centro Universitário de Várzea Grande (UNIVAG)";MT;Privada;74;15.47;247;9.09;142;5.61;262;1.08;326;2.4;;
110;"Centro Universitário Ritter dos Reis (UNIRITTER)";RS;Privada;74;15.47;251;9.04;65;6.92;;;342;2.12;;
111;"Universidade Luterana do Brasil (ULBRA)";RS;Privada;74;15.47;253;9.03;241;3.93;333;0.29;186;4.81;;
112;"Universidade Anhanguera (UNIDERP)";MS;Privada;74;15.47;260;8.83;304;2.86;285;0.83;167;5.14;;
113;"Universidade Iguaçu (UNIG)";RJ;Privada;74;15.47;272;8.64;242;3.92;;;191;4.72;;
114;"Universidade do Sul de Santa Catarina (UNISUL)";SC;Privada;74;15.47;281;8.34;225;4.2;;;225;4.14;;
115;"Universidade Regional do Noroeste do Estado do Rio Grande do Sul (UNIJUI)";RS;Privada;74;15.47;288;8.13;211;4.44;;;251;3.69;;
116;"Universidade Cândido Mendes (UCAM)";RJ;Privada;74;15.47;296;7.91;232;4.09;181;1.99;359;1.83;;
117;"Faculdade Pio Décimo (FPD)";SE;Privada;74;15.47;302;7.76;278;3.31;283;0.85;256;3.6;;
118;"Universidade Camilo Castelo Branco (UNICASTELO)";SP;Privada;74;15.47;304;7.73;248;3.81;206;1.71;337;2.21;;
119;"Universidade Anhanguera de São Paulo (UNIAN)";SP;Privada;74;15.47;306;7.62;364;1.85;194;1.84;237;3.93;;
120;"Universidade do Estado de Minas Gerais (UEMG)";MG;Pública;74;15.47;324;7.25;274;3.37;;;240;3.88;;
121;"Universidade de Santo Amaro (UNISA)";SP;Privada;74;15.47;328;7.16;240;3.95;265;1.05;340;2.16;;
122;"Universidade Castelo Branco (UCB)";RJ;Privada;74;15.47;357;6.16;185;4.88;280;0.88;442;0.4;;
123;"Faculdade Estácio de Sergipe (FASE)";SE;Privada;74;15.47;367;5.86;387;1.46;;;210;4.4;;
