;Administração;Agronegócio;Agronomia;Arquitetura e Urbanismo;Bioquímica;Ciência da Computação;Ciência e Tecnologia de Laticínios;Ciências Biológicas ;Ciências Contábeis;Ciências Econômicas;Ciências Sociais ;Comunicação Social ;Cooperativismo;Dança ;Direito;Economia Doméstica ;Educação Física ;Educação Infantil ;Educação do Campo ;Enfermagem;Engenharia Agrícola e Ambiental;Engenharia Ambiental;Engenharia Civil;Engenharia Elétrica;Engenharia Florestal;Engenharia Mecânica;Engenharia Química;Engenharia de Agrimensura e Cartográfica;Engenharia de Alimentos;Engenharia de Produção;Física ;Geografia ;História ;Letras ;Matemática ;Medicina;Medicina Veterinária;Nutrição;Pedagogia ;Química ;Secretariado Executivo Trilíngue;Serviço Social;Zootecnia
Letras ;0.5229566792844559;0.5143985274481683;0.513708530688607;0.5365730685406458;0.5156933687246334;0.5309831296976646;0.5355384802395717;0.5116373424818104;0.5258220312546484;0.5299332004669801;0.5589806343259734;0.6112506010071672;0.5628515598503673;0.5595480387250062;0.5471467681301753;0.5530802260546624;0.5616920476227008;0.5899934438906782;0.520617883211085;0.5392770352400564;0.5081434480027466;0.5161854878856811;0.523852123988157;0.5263085277159726;0.511834689471691;0.5189155024510508;0.5170091891017912;0.524571031334228;0.5165367700454049;0.5226063278766111;0.5183064119695062;0.5139072973925566;0.6231762185678279;1.0;0.5308956559874292;0.5245144881513953;0.5236858483595676;0.5282695693156372;0.5849462382739273;0.5160736461006142;0.7362879982820834;0.5353219640969034;0.5068365807259086
Matemática ;0.5693965326536423;0.5672433779659012;0.5466083113494906;0.5209950860419063;0.5691174055426861;0.6441098936131765;0.5147296288918576;0.5424453824191192;0.5839328118592996;0.6207976904788379;0.5221424396153911;0.5304466660827649;0.5361762198380977;0.5310373564485237;0.5205789260323551;0.517214212276705;0.5322733541996544;0.5218671943777223;0.5564900695545612;0.5233120842872353;0.5541506350549367;0.5730191901211448;0.6147116823711706;0.6193357203450943;0.5484247738660987;0.5998793403185801;0.5713648130236294;0.6029444944055041;0.5783871313158085;0.6142090545645553;0.6690790233883034;0.5434071748543196;0.5276229145848703;0.5308956559874292;1.0;0.5198552375578338;0.5119264260703644;0.514640380217171;0.5272521238828198;0.5876853032037274;0.5250705202757521;0.5088619069623003;0.5342294664543852
Medicina;0.5141075814197023;0.5220001439808721;0.5156082890082094;0.5263780035951401;0.5185481669480893;0.5195631238529018;0.548535922346984;0.5336270666003287;0.5139098882093335;0.517695640446666;0.5230350164067793;0.514639970059275;0.5288861203109364;0.5270110632922659;0.5325935432712765;0.5464968094190392;0.544024343999889;0.5284286587955791;0.5107249028240589;0.6762598234102495;0.517034412795787;0.5145486935198711;0.5192278140732345;0.5279560512308149;0.512278341441599;0.5157378650137951;0.514580368428496;0.5186273109757602;0.5197847258354897;0.5208902978676795;0.5162961779232615;0.5055185768644612;0.5160594644412748;0.5245144881513953;0.5198552375578338;1.0;0.5536970067297345;0.5722179334372407;0.5186968662626488;0.5149705851936585;0.5216614300441771;0.5300001059065693;0.5132932098839668
Medicina Veterinária;0.5271117862484617;0.5386872368745776;0.6046453796008321;0.5196594279632287;0.5796954576558176;0.5177274738740569;0.6458626432658524;0.5864505565376761;0.52566559342316;0.5342849202396054;0.5545572919072039;0.5407961283491809;0.5686873931561267;0.5199427610398604;0.5225740782672518;0.5983013752448337;0.5335456016874254;0.5331048032030511;0.5176830099956694;0.5949806166302536;0.5420592653307136;0.5458610347253834;0.5190733796158283;0.518218095765568;0.5526535376219861;0.5165432584552347;0.5195081448417089;0.5273903351613735;0.5602103795213054;0.5267411521037096;0.5109448010479598;0.5338154404618459;0.527590666309158;0.5236858483595676;0.5119264260703644;0.5536970067297345;1.0;0.6288430728855342;0.5239843589228039;0.5280607252115604;0.5342174793541016;0.5136897867200014;0.6488352451805556
Nutrição;0.5194785921299594;0.5166019745648287;0.5335008896086416;0.5235230090511089;0.5453178367648834;0.5169910854076468;0.6585600244975501;0.5381686551472772;0.5167108107008496;0.5170450073216437;0.5363446829355978;0.5382136381870544;0.5553129994351514;0.5336585535370134;0.527982879155282;0.6635311565846483;0.5642293800412325;0.5509263945568699;0.5139081127491105;0.6548265914604993;0.513468835474864;0.5224319042572461;0.5164958103862836;0.5164949879036724;0.5209045090231323;0.5148152139507985;0.5143936080970454;0.5170960105281155;0.578823820979854;0.5205248720922538;0.5110405559112005;0.5092218335265081;0.5211184606027328;0.5282695693156372;0.514640380217171;0.5722179334372407;0.6288430728855342;1.0;0.5385395929489604;0.528759028374396;0.5419459880448776;0.5543875996285608;0.5228276615001815
Pedagogia ;0.5175584536451313;0.5120632456980582;0.5096112952451426;0.527593318041683;0.5110194707990761;0.5189995829868004;0.5266461286094961;0.5104658623621269;0.5170140360498438;0.5186798425421341;0.5778294352432283;0.5911405874248505;0.6179730348025853;0.5860087454344534;0.527299532077784;0.5675846182559134;0.6768070418669321;0.7632555410013955;0.5655629812525498;0.5417669740864106;0.5070715289695841;0.5128565465943676;0.5158262489644079;0.5163562660896465;0.5152144772079083;0.5127644214475866;0.5103153989428266;0.5148251835753129;0.5115152340427342;0.5165711597459619;0.5198935798265412;0.515853503863934;0.5933367845038825;0.5849462382739273;0.5272521238828198;0.5186968662626488;0.5239843589228039;0.5385395929489604;1.0;0.5114615302739512;0.5396265033813485;0.558254748579378;0.5049317444719168
Química ;0.5492779048119805;0.5354688698769137;0.6163890314688104;0.5180891968173588;0.7975773900507921;0.5947378891788143;0.541479079191996;0.607314528756012;0.5487717386298119;0.5541633029605305;0.5148594293555212;0.518197512048031;0.5226560481298762;0.5213865812250055;0.5177158981468226;0.5280296789943981;0.5240940159019917;0.5160134247403051;0.5379742020949253;0.5304530211445649;0.6185704879511648;0.6661344097736844;0.6187824782994453;0.6074782258395575;0.6263815400686882;0.5968905227176908;0.8324866025227121;0.601543999978249;0.6899632001050501;0.6119745081419014;0.7321440657844861;0.5362379516848687;0.5149897490218628;0.5160736461006142;0.5876853032037274;0.5149705851936585;0.5280607252115604;0.528759028374396;0.5114615302739512;1.0;0.5136310945856523;0.5067807842476362;0.56876988380852
Secretariado Executivo Trilíngue;0.550955489301276;0.526303717301272;0.5155499480200518;0.542914667408968;0.5141008378111516;0.534234622955985;0.5688879843564851;0.5111359115941669;0.5571495564230912;0.5394251844155737;0.5662168403430617;0.6222311242252303;0.6281889901263878;0.5459562646024821;0.5857049114609261;0.5962591921808834;0.5470868390168376;0.5734700445411702;0.5122779722612558;0.5461681183342059;0.5109283378223531;0.5181386822429419;0.5258875937929249;0.5252380814690035;0.5119737150750041;0.5196714260358781;0.5157723185643628;0.5283178148875022;0.5180180497150783;0.5263044014292054;0.5135346662767509;0.5177220898063586;0.5458185279817577;0.7362879982820834;0.5250705202757521;0.5216614300441771;0.5342174793541016;0.5419459880448776;0.5396265033813485;0.5136310945856523;1.0;0.5610920781347243;0.5113472723706866
Serviço Social;0.5241053106299782;0.5091594480525756;0.5099206879066791;0.5347809908314117;0.5086222768144326;0.5136908846063301;0.5429480072009611;0.511596585669036;0.5182477964939977;0.5131388131455827;0.6420563598175802;0.5902753427869911;0.6010707189307516;0.5423583366561567;0.5728909184532488;0.684803117332126;0.5433684773867189;0.6348345689967625;0.5132194364072991;0.5812174214137797;0.5050547483019976;0.5097406596524481;0.5114609380642811;0.5086080606522002;0.5116813970974539;0.5091317214633337;0.5060612631320804;0.5124914740409305;0.5121548557863418;0.5139706540653872;0.5055094405044042;0.5119415281279074;0.5555747190435442;0.5353219640969034;0.5088619069623003;0.5300001059065693;0.5136897867200014;0.5543875996285608;0.558254748579378;0.5067807842476362;0.5610920781347243;1.0;0.5045571044448727
Zootecnia;0.5951793805231224;0.6030905985862279;0.7427120174056363;0.5110051343649379;0.6425335911414529;0.5573993814306382;0.5439409650319624;0.6481389667080995;0.5728876709903542;0.5803755828849406;0.5090847129592101;0.5124422337677009;0.5292934885937451;0.5095196802404423;0.5146287790600523;0.5202915090327177;0.5164799958836827;0.5080549745588284;0.5234323201372946;0.5302349141671545;0.640668782258031;0.5896783650604281;0.5672140322799992;0.5461107691813036;0.694020857914017;0.5606902451187036;0.5626664819950512;0.5736507155966521;0.5878321661259011;0.5678923270630047;0.544258147757647;0.548912834652258;0.5078636721231573;0.5068365807259086;0.5342294664543852;0.5132932098839668;0.6488352451805556;0.5228276615001815;0.5049317444719168;0.56876988380852;0.5113472723706866;0.5045571044448727;1.0
